,CASEID,ADDRESS,NEIGH,NEIGH-Income,ZIP,POLICED,COUNCILD,SOURCE,Sum SOURCE ,CATEGORY,Sum CATEGORY ,DAYTOCLOSE,Sum DAYTOCLOSE,TYPE,CATTYPE,GROUP311,VIS_STREET,DEPT,WORKGRP,REQTYPE,DETAIL,CREATEDATE,CREATTIME,CREATEMO,CREATEYR,STATUS,EXCEEDTIME,CLOSEDATE,CLOSEMO,CLOSEYR,DAYTOCLOSE.1,ADDGEOC,COUNTY,Latitude,Longitude,APN,CASEURL
3874,2019180192,6512 Wornall Rd,Armour Fields,H,64113.0,Metro,6.0,WEB,13543,Storm Water / Sewer,2262,2,4179,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,10/15/2019,2:05 PM,10,2019,RESOL,N,10/17/2019,10.0,2019.0,2.0,"6512 Wornall Rd64113
(39.009266, -94.594705)",Jackson,39.009266,-94.594705,109372,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019180192
3875,2019177738,5748 NW Oregon Cir,Parkdale And Walden,H,64151.0,North,2.0,PHONE,30436,Storm Water / Sewer,2262,20,418,Sewer Referral,Storm Water / Sewer Sewer Referral,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Referral-Repair,Repair,10/9/2019,2:01 PM,10,2019,RESOL,Y,10/29/2019,10.0,2019.0,20.0,"5748 NW Oregon Cir64151
(39.200441, -94.63602)",Platte,39.200441,-94.63602,166227,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019177738
3876,2020028828,400 E 106th Ter,Bridlespur,H,64131.0,South,6.0,PHONE,30436,Storm Water / Sewer,2262,2,4179,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,2/26/2020,10:34 AM,2,2020,RESOL,N,2/28/2020,2.0,2020.0,2.0,"400 E 106th Ter64131
(38.93465, -94.586813)",Jackson,38.93465,-94.586813,153994,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028828
3877,2020029245,6434 Wornall Rd,Greenway Fields,H,64113.0,Metro,6.0,EMAIL,4068,Storm Water / Sewer,2262,20,418,Sewer Referral,Storm Water / Sewer Sewer Referral,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Referral-Private Line,Private Line Repair,2/26/2020,6:08 PM,2,2020,RESOL,N,3/17/2020,3.0,2020.0,20.0,"6434 Wornall Rd64113
(39.010902, -94.593489)",Jackson,39.010902,-94.593489,109025,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020029245
3878,2020028678,610 W 67th Ter,Armour Fields,H,64113.0,Metro,6.0,WEB,13543,Storm Water / Sewer,2262,16,412,Manhole,Storm Water / Sewer Manhole,ROADS_LIGHTS_SIGNS,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Manhole-Missing / Broken,Missing / Broken,2/26/2020,8:16 AM,2,2020,RESOL,N,3/13/2020,3.0,2020.0,16.0,"610 W 67th Ter64113
(39.006835, -94.59699)",Jackson,39.006835,-94.59699,109508,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2020028678
3879,2019173345,1242 Huntington Rd,Stratford Gardens,H,64113.0,Metro,6.0,PHONE,30436,Storm Water / Sewer,2262,2,4179,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,9/30/2019,12:00 PM,9,2019,RESOL,N,10/2/2019,10.0,2019.0,2.0,"1242 Huntington Rd64113
(39.018972, -94.606272)",Jackson,39.018972,-94.606272,108656,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019173345
3880,2019173535,10917 Cherry St,Red Bridge North,H,64131.0,South,6.0,PHONE,30436,Storm Water / Sewer,2262,1,9171,Sewer Backup / Leak,Storm Water / Sewer Sewer Backup / Leak,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Sewer Backup / Leak-In a house,In A House,9/30/2019,2:30 PM,9,2019,RESOL,N,10/1/2019,10.0,2019.0,1.0,"10917 Cherry St64131
(38.928524, -94.585236)",Jackson,38.928524,-94.585236,154788,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019173535
3881,2019160983,202 E 68th Ter,Armour Hills,H,64113.0,Metro,6.0,EMAIL,4068,Storm Water / Sewer,2262,5,2293,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Storm Water / Sewer-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,9/4/2019,4:33 PM,9,2019,RESOL,N,9/9/2019,9.0,2019.0,5.0,"202 E 68th Ter64113
(39.005288, -94.586578)",Jackson,39.005288,-94.586578,111604,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019160983
3882,2019189495,1018 W Gregory Blvd,Armour Fields,H,64114.0,Metro,6.0,PHONE,30436,Storm Water / Sewer,2262,0,4266,Manhole,Storm Water / Sewer Manhole,ROADS_LIGHTS_SIGNS,VISIBLE,Water Services,Water Services-Line Maintenance-Wastewater,Sewer-Manhole-Missing / Broken,Missing / Broken,11/6/2019,8:30 AM,11,2019,RESOL,N,11/6/2019,11.0,2019.0,0.0,"1018 W Gregory Blvd64114
(39.000276, -94.60208)",Jackson,39.000276,-94.60208,109713,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189495
3883,2019189985,5111 NE 60th Ter,Ravenwood-Somerset,H,64119.0,Shoal Creek,1.0,WEB,13543,Storm Water / Sewer,2262,9,779,Storm Drain / Catch Basin,Storm Water / Sewer Storm Drain / Catch Basin,SEWER_WASTE_STORMWATER,VISIBLE,Water Services,Water Services-Line Maintenance-Stormwater,Stormwater-Storm Drain / Catch Basin-Clogged / Over-Flow,Clogged / Over-Flow,11/6/2019,9:03 PM,11,2019,RESOL,N,11/15/2019,11.0,2019.0,9.0,"5111 NE 60th Ter64119
(39.203226, -94.519455)",Clay,39.203226,-94.519455,89625,http://city.kcmo.org/kc/ActionCenterRequest/CaseInfo.aspx?CaseID=2019189985
